,Loudness,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,ZCR,Chroma_1,Chroma_2,Chroma_3,Chroma_4,Chroma_5,Chroma_6,Chroma_7,Chroma_8,Chroma_9,Chroma_10,Chroma_11,Chroma_12,Mel_Spectrogram_1,Mel_Spectrogram_2,Mel_Spectrogram_3,Mel_Spectrogram_4,Mel_Spectrogram_5,Mel_Spectrogram_6,Mel_Spectrogram_7,Mel_Spectrogram_8,Mel_Spectrogram_9,Mel_Spectrogram_10,Mel_Spectrogram_11,Mel_Spectrogram_12
0,0.0032249717810566587,-459.30597,-399.72888,-383.68646,-385.55423,-375.38254,-364.24976,-380.8857,-405.7393,-299.1605,-229.52347,-228.46245,-247.35258,0.3828125,0.26851463,0.17920873,0.35995647,0.41416654,0.5691071,1.0,1.0,1.0,0.026171241,0.023040231,0.042536568,0.050038803,5.622854e-05,0.00016360408,0.00017439514,0.00012226535,0.0001755895,0.00018874537,0.0001969477,0.00019842447,0.44563437,3.3916824,3.5163505,2.1692142
1,0.005912708774251485,-72.54625,-66.88968,-74.11859,-85.92883,-73.05246,-47.869076,-36.873833,-33.565617,19.45853,27.604807,22.555058,14.219363,0.56689453125,0.6502423,0.38439894,0.5711005,0.26290238,0.28611773,0.5853916,0.62159234,0.5427285,0.048473194,0.08893467,0.092175044,0.064989924,2.7528897e-05,0.00013850087,0.00017790201,5.719294e-05,7.2058e-05,0.0003394534,0.00046118442,0.00027882366,0.49326167,3.491786,3.4191594,2.5186334
2,0.006986153295807364,55.27728,50.33324,45.850624,41.313896,31.400496,23.455784,19.813831,28.92815,15.102808,-19.662086,-39.778522,-33.10782,0.74853515625,0.7338305,0.47069922,0.7649078,0.32482424,0.2941283,0.6646692,0.47284588,0.4040257,0.024215074,0.026048178,0.02334106,0.028647145,2.4778035e-05,7.384711e-05,7.3421055e-05,6.119893e-05,0.00012259671,0.00038546958,0.00048325336,0.0003430371,0.017508253,0.4398372,2.2543478,4.7243657
3,0.007991317334411397,-4.073771,-10.911087,-14.431291,-16.18377,-24.233675,-33.229744,-30.927547,-12.606709,13.973119,34.808685,34.623665,21.017056,0.7509765625,1.0,1.0,1.0,0.39168954,0.20862803,0.29869798,0.25996995,0.24705875,0.013692687,0.009444342,0.020083575,0.026198583,3.2199096e-05,0.00010955073,0.00020756194,0.00015652718,0.00021742714,0.00056659407,0.00041282916,0.00013586818,0.002848986,0.04437412,0.14250287,0.21295506
4,0.007303121849287468,5.8369503,8.435417,10.613247,12.918423,14.245071,5.3928404,-2.3299987,1.0458138,8.011283,-2.549114,-20.129696,-45.503525,0.73095703125,0.5266567,0.6954453,0.84624827,0.42892247,0.19746421,0.16622558,0.13480341,0.14862475,0.04445785,0.021921296,0.046681684,0.051652014,1.7163244e-05,0.00011525303,0.00014977406,0.00012733083,0.0003775125,0.0011788508,0.0006728099,0.00018462482,0.0022404047,0.03252241,0.07596538,0.10106147
5,0.005791073248734936,2.1273537,1.9992685,2.556605,6.6394835,9.662965,3.104948,-1.9440031,-2.136627,-20.44209,-26.206333,-31.234821,-38.456,0.72119140625,0.07669034,0.06449453,0.0897061,0.05360027,0.039602097,0.05263215,0.06489066,0.08799599,0.25426352,0.27596954,0.7476035,1.0,1.5758967e-05,6.743834e-05,0.00011529724,0.00014495134,0.00028397492,0.00036943893,0.0002727134,0.00013481455,0.0048746755,0.051396735,0.062063273,0.045113392
6,0.0038625732421118503,7.9384327,7.7182097,8.781133,9.5851,7.583792,2.2103133,-4.695513,-6.8011203,-26.3923,-26.777534,-30.800243,-28.263557,0.71240234375,0.1319756,0.08431211,0.12162966,0.090160966,0.07209091,0.084722586,0.09100792,0.12642105,0.82405543,1.0,1.0,0.97818905,3.4075078e-05,0.00011196873,0.00018301466,0.00021907184,0.00030663706,0.00034930833,0.00025688094,0.00014386748,0.0060435343,0.09669801,0.15350902,0.08330038
7,0.002653632759294898,6.8552637,-0.5444172,5.6703625,13.408846,11.48163,0.38031694,-0.6382227,-1.7058635,-18.384254,-23.207247,-19.476643,-15.682938,0.6376953125,0.18499991,0.12696119,0.2672178,0.17827179,0.13608652,0.18946053,0.23458506,0.34631798,1.0,0.734755,0.25042558,0.043653324,6.788987e-05,0.00019149392,0.00033259747,0.00033875863,0.0002852935,0.00025737257,0.00020562376,0.00016191156,0.006274826,0.06969426,0.08705259,0.06456427
8,0.011502357296256203,3.0477676,-5.455228,-8.386827,-1.6060393,2.1735,-3.1257758,-5.54921,-7.167816,-16.39392,-11.790295,-13.440082,-3.5976992,0.484375,0.21648261,0.15667276,0.37907624,0.14941154,0.07665756,0.1072649,0.14771311,0.18897729,0.509667,0.24909213,0.06275852,0.005062775,0.00020148366,0.0005676028,0.0006973838,0.00070902694,0.00062605145,0.0005659491,0.00036053619,0.00025748662,0.0029095886,0.04540465,0.056623988,0.054492556
9,0.03200572017002264,0.93565243,-0.7538141,4.5385723,9.74807,11.749914,6.971489,5.42124,5.765462,-14.57632,-15.688835,-13.11281,-9.862336,0.33447265625,0.41296378,0.28311816,0.721621,0.3495678,0.16813463,0.13718645,0.16355416,0.21389179,0.11395892,0.04797414,0.01718817,0.0067741685,0.00051967095,0.0010439596,0.0012962266,0.0017986479,0.0016092205,0.0011500119,0.0007683524,0.0005416189,0.002929422,0.040452644,0.05183136,0.06690745
