,Loudness,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,ZCR,Chroma_1,Chroma_2,Chroma_3,Chroma_4,Chroma_5,Chroma_6,Chroma_7,Chroma_8,Chroma_9,Chroma_10,Chroma_11,Chroma_12,Mel_Spectrogram_1,Mel_Spectrogram_2,Mel_Spectrogram_3,Mel_Spectrogram_4,Mel_Spectrogram_5,Mel_Spectrogram_6,Mel_Spectrogram_7,Mel_Spectrogram_8,Mel_Spectrogram_9,Mel_Spectrogram_10,Mel_Spectrogram_11,Mel_Spectrogram_12
10,0.03619587717268334,0.9781054,1.4107031,-1.9279536,-3.879922,0.4926534,2.598545,1.935781,0.28613484,-18.799921,-20.141003,-18.468906,-4.83992,0.1923828125,0.27577525,0.2431696,0.71808124,0.6021292,0.39780647,0.27202126,0.1953405,0.28459504,0.031220565,0.022029897,0.012810768,0.004971562,0.0018920647,0.0054113837,0.012147202,0.01785472,0.013199132,0.0058192057,0.0025352673,0.0015217212,0.001986808,0.0021585599,0.0026395041,0.0031215714
11,0.036440045731571544,1.272414,8.198891,10.2607155,8.714268,16.514286,21.6371,15.402245,8.57733,0.6356617,7.776346,14.482599,17.421831,0.11279296875,0.17532533,0.15272634,0.5963837,1.0,1.0,0.9369761,0.44812578,0.51451904,0.024254702,0.012827417,0.0069961906,0.004342051,0.0043216078,0.013238467,0.019982483,0.030518759,0.030003482,0.020253189,0.008968119,0.003972631,0.0035499136,0.0028188182,0.0018880763,0.0016223257
12,0.03711335261259454,,,,,,,,,,,,,0.12890625,,,,,,,,,,,,,,,,,,,,,,,,
13,0.036175808584534314,,,,,,,,,,,,,0.1572265625,,,,,,,,,,,,,,,,,,,,,,,,
14,0.0479089820615293,,,,,,,,,,,,,0.1806640625,,,,,,,,,,,,,,,,,,,,,,,,
15,0.06769278658068695,,,,,,,,,,,,,0.18115234375,,,,,,,,,,,,,,,,,,,,,,,,
16,0.0787250157159167,,,,,,,,,,,,,0.16748046875,,,,,,,,,,,,,,,,,,,,,,,,
17,0.08048481422090445,,,,,,,,,,,,,0.130859375,,,,,,,,,,,,,,,,,,,,,,,,
18,0.07669789606250202,,,,,,,,,,,,,0.08251953125,,,,,,,,,,,,,,,,,,,,,,,,
19,0.04822311130384682,,,,,,,,,,,,,0.0546875,,,,,,,,,,,,,,,,,,,,,,,,
20,0.01673050638240712,,,,,,,,,,,,,0.03759765625,,,,,,,,,,,,,,,,,,,,,,,,
21,0.018335465323955722,,,,,,,,,,,,,0.04443359375,,,,,,,,,,,,,,,,,,,,,,,,
22,0.0551150101225518,,,,,,,,,,,,,0.06298828125,,,,,,,,,,,,,,,,,,,,,,,,
23,0.07670341473907591,,,,,,,,,,,,,0.07666015625,,,,,,,,,,,,,,,,,,,,,,,,
24,0.07732387104230858,,,,,,,,,,,,,0.08154296875,,,,,,,,,,,,,,,,,,,,,,,,
25,0.07029572591438107,,,,,,,,,,,,,0.06982421875,,,,,,,,,,,,,,,,,,,,,,,,
26,0.04758127913018791,,,,,,,,,,,,,0.05126953125,,,,,,,,,,,,,,,,,,,,,,,,
27,0.02761017165474354,,,,,,,,,,,,,0.03564453125,,,,,,,,,,,,,,,,,,,,,,,,
28,0.01923021544406465,,,,,,,,,,,,,0.033203125,,,,,,,,,,,,,,,,,,,,,,,,
29,0.014897660752184542,,,,,,,,,,,,,0.02685546875,,,,,,,,,,,,,,,,,,,,,,,,
30,0.011263857323026292,,,,,,,,,,,,,0.02587890625,,,,,,,,,,,,,,,,,,,,,,,,
31,0.009906284421787079,,,,,,,,,,,,,0.03076171875,,,,,,,,,,,,,,,,,,,,,,,,
32,0.01763863711258123,,,,,,,,,,,,,0.03466796875,,,,,,,,,,,,,,,,,,,,,,,,
33,0.049458932765311166,,,,,,,,,,,,,0.04248046875,,,,,,,,,,,,,,,,,,,,,,,,
34,0.0927618872830982,,,,,,,,,,,,,0.0576171875,,,,,,,,,,,,,,,,,,,,,,,,
35,0.12059206251005147,,,,,,,,,,,,,0.060546875,,,,,,,,,,,,,,,,,,,,,,,,
36,0.11636411365087218,,,,,,,,,,,,,0.0634765625,,,,,,,,,,,,,,,,,,,,,,,,
37,0.10237081894091873,,,,,,,,,,,,,0.07373046875,,,,,,,,,,,,,,,,,,,,,,,,
38,0.09769704920137588,,,,,,,,,,,,,0.0849609375,,,,,,,,,,,,,,,,,,,,,,,,
39,0.09104027312032044,,,,,,,,,,,,,0.0966796875,,,,,,,,,,,,,,,,,,,,,,,,
40,0.0829500081245043,,,,,,,,,,,,,0.1064453125,,,,,,,,,,,,,,,,,,,,,,,,
41,0.07779349386529781,,,,,,,,,,,,,0.109375,,,,,,,,,,,,,,,,,,,,,,,,
42,0.07286253122998856,,,,,,,,,,,,,0.10400390625,,,,,,,,,,,,,,,,,,,,,,,,
43,0.06518903644379569,,,,,,,,,,,,,0.095703125,,,,,,,,,,,,,,,,,,,,,,,,
44,0.05469606111137049,,,,,,,,,,,,,0.0830078125,,,,,,,,,,,,,,,,,,,,,,,,
45,0.044728271376768,,,,,,,,,,,,,0.07177734375,,,,,,,,,,,,,,,,,,,,,,,,
46,0.03150078607280404,,,,,,,,,,,,,0.05126953125,,,,,,,,,,,,,,,,,,,,,,,,
47,0.016036432875496314,,,,,,,,,,,,,0.0390625,,,,,,,,,,,,,,,,,,,,,,,,
48,0.005747790278851572,,,,,,,,,,,,,0.04345703125,,,,,,,,,,,,,,,,,,,,,,,,
49,0.0037727562071620023,,,,,,,,,,,,,0.033203125,,,,,,,,,,,,,,,,,,,,,,,,
50,0.007334842774906927,,,,,,,,,,,,,0.03271484375,,,,,,,,,,,,,,,,,,,,,,,,
51,0.014663615906303546,,,,,,,,,,,,,0.0322265625,,,,,,,,,,,,,,,,,,,,,,,,
52,0.021632407237443547,,,,,,,,,,,,,0.02001953125,,,,,,,,,,,,,,,,,,,,,,,,
53,0.025846544310289134,,,,,,,,,,,,,0.02001953125,,,,,,,,,,,,,,,,,,,,,,,,
54,0.03041117524802222,,,,,,,,,,,,,0.02099609375,,,,,,,,,,,,,,,,,,,,,,,,
55,0.03561824815904557,,,,,,,,,,,,,0.0361328125,,,,,,,,,,,,,,,,,,,,,,,,
56,0.050229256745182777,,,,,,,,,,,,,0.05419921875,,,,,,,,,,,,,,,,,,,,,,,,
57,0.08154513875849272,,,,,,,,,,,,,0.078125,,,,,,,,,,,,,,,,,,,,,,,,
58,0.09211640849611899,,,,,,,,,,,,,0.09716796875,,,,,,,,,,,,,,,,,,,,,,,,
59,0.08613852267897545,,,,,,,,,,,,,0.1025390625,,,,,,,,,,,,,,,,,,,,,,,,
60,0.07638475125870185,,,,,,,,,,,,,0.1005859375,,,,,,,,,,,,,,,,,,,,,,,,
61,0.06730772063626751,,,,,,,,,,,,,0.0888671875,,,,,,,,,,,,,,,,,,,,,,,,
62,0.06199450892336651,,,,,,,,,,,,,0.080078125,,,,,,,,,,,,,,,,,,,,,,,,
63,0.06023332910643973,,,,,,,,,,,,,0.0693359375,,,,,,,,,,,,,,,,,,,,,,,,
64,0.057909134941036826,,,,,,,,,,,,,0.06298828125,,,,,,,,,,,,,,,,,,,,,,,,
65,0.05429799512695745,,,,,,,,,,,,,0.0595703125,,,,,,,,,,,,,,,,,,,,,,,,
66,0.04950541920811829,,,,,,,,,,,,,0.05712890625,,,,,,,,,,,,,,,,,,,,,,,,
67,0.04418579370931948,,,,,,,,,,,,,0.05712890625,,,,,,,,,,,,,,,,,,,,,,,,
68,0.04058519938929498,,,,,,,,,,,,,0.05615234375,,,,,,,,,,,,,,,,,,,,,,,,
69,0.03861750515944716,,,,,,,,,,,,,0.05615234375,,,,,,,,,,,,,,,,,,,,,,,,
70,0.03566695840303018,,,,,,,,,,,,,0.05615234375,,,,,,,,,,,,,,,,,,,,,,,,
71,0.031928344318427795,,,,,,,,,,,,,0.05517578125,,,,,,,,,,,,,,,,,,,,,,,,
72,0.02761944194566209,,,,,,,,,,,,,0.05322265625,,,,,,,,,,,,,,,,,,,,,,,,
73,0.02295431501536395,,,,,,,,,,,,,0.04443359375,,,,,,,,,,,,,,,,,,,,,,,,
74,0.016754391847409646,,,,,,,,,,,,,0.03466796875,,,,,,,,,,,,,,,,,,,,,,,,
75,0.009824516376486181,,,,,,,,,,,,,0.02587890625,,,,,,,,,,,,,,,,,,,,,,,,
76,0.006571506690946782,,,,,,,,,,,,,0.02685546875,,,,,,,,,,,,,,,,,,,,,,,,
77,0.004111952364412433,,,,,,,,,,,,,0.0673828125,,,,,,,,,,,,,,,,,,,,,,,,
78,0.0019421616672932384,,,,,,,,,,,,,0.0947265625,,,,,,,,,,,,,,,,,,,,,,,,
79,0.0013256925445701447,,,,,,,,,,,,,0.0966796875,,,,,,,,,,,,,,,,,,,,,,,,
80,0.0014873600458294863,,,,,,,,,,,,,0.083984375,,,,,,,,,,,,,,,,,,,,,,,,
